model_class,config,feature_set,step_template,ridge_alpha,event_shrink,step_shrink,residual_clip,train_full_mae,validation_full_mae,validation_tail_mae,validation_last2048_mae,validation_full_tail_score,validation_endpoint_abs_diff,step_smoothing,step_rolling_window,selected_by_811_full,selected_by_811_full_plus_tail
event_decay_only,drop_impulse_ridge10_shrink0.5_clip0.25,drop_impulse,none,10.0,0.5,,0.25,0.032335819477872375,0.03731796366509335,0.047252774456998624,0.037519928617555945,0.040338799893157445,0.0581437412540593,,,False,False
event_decay_only,event_history_ridge10_shrink0.5_clip0.15,event_history,none,10.0,0.5,,0.15,0.032301364628814534,0.03736708225161207,0.04041591893238056,0.03482694287246969,0.03777370538001414,0.043606191108112036,,,False,False
event_decay_only,event_history_ridge10_shrink0.5_clip0.25,event_history,none,10.0,0.5,,0.25,0.032301364628814534,0.03736708225161207,0.04041591893238056,0.03482694287246969,0.03777370538001414,0.043606191108112036,,,False,False
event_decay_only,event_tail_interactions_ridge1_shrink1_clip0.15,event_tail_interactions,none,1.0,1.0,,0.15,0.03228373127113497,0.03770381800025517,0.04059135786073189,0.04301034200481336,0.03963138475930982,0.07498899937985293,,,False,False
event_decay_only,event_tail_interactions_ridge1_shrink1_clip0.25,event_tail_interactions,none,1.0,1.0,,0.25,0.03228373127113497,0.03770381800025517,0.04059135786073189,0.04301034200481336,0.03963138475930982,0.07498899937985293,,,False,False
event_decay_only,event_tail_interactions_ridge10_shrink1.25_clip0.15,event_tail_interactions,none,10.0,1.25,,0.15,0.03230220727050408,0.0378256997413082,0.03846850689932667,0.03975408791375342,0.03840421952320278,0.0753159241781125,,,False,False
event_decay_only,event_tail_interactions_ridge10_shrink1.25_clip0.25,event_tail_interactions,none,10.0,1.25,,0.25,0.03230220727050408,0.0378256997413082,0.03846850689932667,0.03975408791375342,0.03840421952320278,0.0753159241781125,,,False,False
event_decay_only,event_history_ridge1_shrink0.25_clip0.15,event_history,none,1.0,0.25,,0.15,0.03231547529315277,0.037994527985435816,0.04500809870942693,0.03360459641132782,0.03922061288781155,0.06196632585422268,,,False,False
event_decay_only,event_history_ridge1_shrink0.25_clip0.25,event_history,none,1.0,0.25,,0.25,0.03231547529315277,0.037994527985435816,0.04500809870942693,0.03360459641132782,0.03922061288781155,0.06196632585422268,,,False,False
event_decay_only,drop_impulse_ridge1_shrink0.25_clip0.15,drop_impulse,none,1.0,0.25,,0.15,0.032336418492437284,0.038608914996925446,0.055883568343500147,0.04354553131558532,0.04477863426462983,0.057176165314016814,,,False,False
event_decay_only,event_tail_interactions_ridge1_shrink1.25_clip0.15,event_tail_interactions,none,1.0,1.25,,0.15,0.03229038429292977,0.03888970506897571,0.04518274855011737,0.04772908411751492,0.042545493923026055,0.07913394177442745,,,False,False
event_decay_only,event_tail_interactions_ridge1_shrink1.25_clip0.25,event_tail_interactions,none,1.0,1.25,,0.25,0.03229038429292977,0.03888970506897571,0.04518274855011737,0.04772908411751492,0.042545493923026055,0.07913394177442745,,,False,False
event_decay_only,event_history_ridge10_shrink0.75_clip0.15,event_history,none,10.0,0.75,,0.15,0.03229517028109567,0.03902559256180704,0.04700706981558846,0.03921398827952668,0.0414577148814854,0.036206686998641935,,,False,False
event_decay_only,event_history_ridge10_shrink0.75_clip0.25,event_history,none,10.0,0.75,,0.25,0.03229517028109567,0.03902559256180704,0.04700706981558846,0.03921398827952668,0.0414577148814854,0.036206686998641935,,,False,False
event_decay_only,event_tail_interactions_ridge0.01_shrink0.25_clip0.15,event_tail_interactions,none,0.01,0.25,,0.15,0.03230925859344756,0.039175405160961185,0.05110439035980325,0.04274360554175491,0.04346774079677255,0.07008971665013686,,,False,False
