train_schedules,target_schedule,split,model,feature_set,feature_transform,window,n,mae,rmse,r2,signed_bias,max_abs_error,endpoint_abs_diff,log_residual_mae,full_wsd_step_base_mae
cosine,cosine,train,step_plus_event_leftover,linear_endpoint,aligned,last_512_sampled,512,0.029308449580635103,0.03694565137173297,0.16554183378675524,-0.0008381758651797326,0.10874450543181213,0.026941727282419503,0.010990113136563276,0.03510190775981406
cosine,811,test,step_plus_event_leftover,linear_endpoint,aligned,full,16454,0.029975632077588504,0.03764734228106671,0.954759856465993,-0.0025257972023963048,0.1528849039226663,0.04420264141866026,0.010539539460429152,0.03510190775981406
cosine,811,test,step_plus_event_leftover,linear_endpoint,aligned,pre_tail_1000_27125,13063,0.029447896269146408,0.03687035888546585,0.9544252919069194,-0.003359609819952561,0.1528849039226663,0.010266157592289105,0.010187959295382574,0.03510190775981406
cosine,811,test,step_plus_event_leftover,linear_endpoint,aligned,tail_27126_33906,3391,0.03200860549713408,0.04050141001046886,0.2012406439250214,0.0006862624328550574,0.14462070285323003,0.04420264141866026,0.011893916250757508,0.03510190775981406
cosine,811,test,step_plus_event_leftover,linear_endpoint,aligned,early_decay_27126_30000,1438,0.03447563846188929,0.043954638907561475,-0.13171383254374924,0.015226282698272729,0.14462070285323003,0.035039165647156256,0.012690352605948436,0.03510190775981406
cosine,811,test,step_plus_event_leftover,linear_endpoint,aligned,endpoint_30000_33906,1954,0.03019460199500104,0.03775609926574195,0.15288506059583373,-0.009996540145679389,0.13178605531480647,0.04420264141866026,0.011308451669863362,0.03510190775981406
cosine,811,test,step_plus_event_leftover,linear_endpoint,aligned,last_2048_sampled,2048,0.03005783128776915,0.037588186749976,0.1679272263551742,-0.009840805238961206,0.13178605531480647,0.04420264141866026,0.011253174308494224,0.03510190775981406
cosine,811,test,step_plus_event_leftover,linear_endpoint,aligned,last_512_sampled,512,0.03242059190351951,0.040479051286955454,-0.005961927636634057,-0.016722934426793713,0.12469846328767575,0.04420264141866026,0.012172476788974936,0.03510190775981406
cosine,wsd,test,step_plus_event_leftover,linear_endpoint,aligned,full,16454,0.029644160412755548,0.03722046930113129,0.95432268723409,0.003919997623179415,0.15994829817929013,0.03149420572086781,0.010427428590079429,0.03510190775981406
cosine,wsd,test,step_plus_event_leftover,linear_endpoint,aligned,pre_tail_1000_27125,13063,0.029288976163894417,0.03671722993330526,0.9549405876706029,0.0017958519652681942,0.15994829817929013,0.005355450118534222,0.010155386015729193,0.03510190775981406
cosine,wsd,test,step_plus_event_leftover,linear_endpoint,aligned,tail_27126_33906,3391,0.031012421056481002,0.03909858649538819,0.46072559872060215,0.012102750418606804,0.14670958161480474,0.03149420572086781,0.011475406221673985,0.03510190775981406
cosine,wsd,test,step_plus_event_leftover,linear_endpoint,aligned,early_decay_27126_30000,1438,0.03355155883007865,0.042147307701160944,0.14152955784312005,0.022301385661984065,0.14670958161480474,0.06133000296337654,0.012256990089982784,0.03510190775981406
cosine,wsd,test,step_plus_event_leftover,linear_endpoint,aligned,endpoint_30000_33906,1954,0.02915931842775709,0.03670907271614244,0.22302732108580603,0.004622499534557807,0.12756889485885425,0.03149420572086781,0.010906067206997425,0.03510190775981406
cosine,wsd,test,step_plus_event_leftover,linear_endpoint,aligned,last_2048_sampled,2048,0.029215259351122402,0.0367882040942884,0.2284819667204845,0.0053009276513625875,0.12756889485885425,0.03149420572086781,0.010921698137066872,0.03510190775981406
cosine,wsd,test,step_plus_event_leftover,linear_endpoint,aligned,last_512_sampled,512,0.029468673161402004,0.03705346775671021,0.16056491956838703,-0.003476225220213728,0.11271303659847032,0.03149420572086781,0.011076664902009623,0.03510190775981406
cosine,cosine,train,step_base_for_leftover,linear_endpoint,zero,full,16454,0.028924688185793523,0.03626181880263406,0.9622498137430467,-8.407526114960349e-05,0.1595788985044444,0.025441011196305485,0.010272871301139587,0.03510190775981406
cosine,cosine,train,step_base_for_leftover,linear_endpoint,zero,pre_tail_1000_27125,13063,0.029088990770182652,0.03641391011444383,0.9634111739950715,-0.00021870547009401732,0.1595788985044444,0.008343914965688981,0.010194785295551692,0.03510190775981406
cosine,cosine,train,step_base_for_leftover,linear_endpoint,zero,tail_27126_33906,3391,0.028291752573916466,0.03566986376604926,0.23366995948006486,0.0004345547652263556,0.12350514992457162,0.025441011196305485,0.010573678582470951,0.03510190775981406
cosine,cosine,train,step_base_for_leftover,linear_endpoint,zero,early_decay_27126_30000,1438,0.028119558562063992,0.03545985028416481,0.2146743563250476,-0.0002110605377605478,0.11847550168019971,0.04198788889949867,0.010472014924241836,0.03510190775981406
cosine,cosine,train,step_base_for_leftover,linear_endpoint,zero,endpoint_30000_33906,1954,0.028425483958445342,0.035827136247081386,0.19203545711754233,0.0009309458296221793,0.12350514992457162,0.025441011196305485,0.01065120549728499,0.03510190775981406
cosine,cosine,train,step_base_for_leftover,linear_endpoint,zero,last_2048_sampled,2048,0.02834236113942501,0.035721189354854015,0.19449778750535884,0.0009408074953366386,0.12350514992457162,0.025441011196305485,0.010619162100543478,0.03510190775981406
cosine,cosine,train,step_base_for_leftover,linear_endpoint,zero,last_512_sampled,512,0.029299233239346932,0.03694015382918441,0.16579015139891673,0.0005554234128787661,0.10727742968502074,0.025441011196305485,0.010986918312979072,0.03510190775981406
cosine,811,test,step_base_for_leftover,linear_endpoint,zero,full,16454,0.033067127649341034,0.04160799463662509,0.9447402521846467,0.012714155309233734,0.17053593030028846,0.04258838275006971,0.011641402809671481,0.03510190775981406
cosine,811,test,step_base_for_leftover,linear_endpoint,zero,pre_tail_1000_27125,13063,0.03317612289662388,0.041642713494933446,0.9418637241640643,0.014884446651226813,0.17053593030028846,0.02317805705877163,0.011516524837490985,0.03510190775981406
cosine,811,test,step_base_for_leftover,linear_endpoint,zero,tail_27126_33906,3391,0.032647250057109875,0.04147397707432654,0.16241857230947387,0.004353637526734291,0.15140783820472947,0.04258838275006971,0.012122464723736308,0.03510190775981406
cosine,811,test,step_base_for_leftover,linear_endpoint,zero,early_decay_27126_30000,1438,0.03650314566886008,0.046527148555533734,-0.26806076593875594,0.0212654301986819,0.15140783820472947,0.0408220760280229,0.013424577350893582,0.03510190775981406
cosine,811,test,step_base_for_leftover,linear_endpoint,zero,endpoint_30000_33906,1954,0.02981377868365753,0.03732034421878265,0.17232586448558695,-0.008073532086243892,0.13043954365857502,0.04258838275006971,0.011165846738993429,0.03510190775981406
cosine,811,test,step_base_for_leftover,linear_endpoint,zero,last_2048_sampled,2048,0.029666542356695698,0.037143949221479455,0.18747877664824264,-0.007739874879757083,0.13043954365857502,0.04258838275006971,0.011106793893996724,0.03510190775981406
cosine,811,test,step_base_for_leftover,linear_endpoint,zero,last_512_sampled,512,0.03189328804228746,0.03987028081137115,0.024068170155387203,-0.015191393883371242,0.12310543134771601,0.04258838275006971,0.011973713168931338,0.03510190775981406
