feature_set_family,feature_columns,scale,beta,ridge_alpha,shrink,coef,feature_set,validation_mae,validation_rmse,validation_r2,validation_endpoint_abs_diff,test_mae,test_rmse,test_r2,test_endpoint_abs_diff
sat_s2,sat_s2,1.0,0.5,1e-06,0.5,-0.000381190913001;0.000754539150774,sat_s2_scale1_beta0.5_ridge1e-06_shrink0.5,0.0356659341261651,0.04476337243283325,0.9360411088282643,0.05855705515775611,0.037535571614072984,0.04705319083141446,0.9270013184864762,0.04589059648954574
sat_s2,sat_s2,1.0,0.5,0.0001,0.5,-0.000381190841348;0.000754538708921,sat_s2_scale1_beta0.5_ridge0.0001_shrink0.5,0.03566593414827741,0.04476337246063596,0.936041108748814,0.05855705523385035,0.037535571644204714,0.04705319086738549,0.9270013183748647,0.04589059656075456
sat_s2,sat_s2,1.0,0.5,0.01,0.5,-0.00038118367649;0.000754494526244,sat_s2_scale1_beta0.5_ridge0.01_shrink0.5,0.03566593635937881,0.044763375240744745,0.9360411008042526,0.05855706284282158,0.03753557465719961,0.04705319446427872,0.9270013072143687,0.04589060368120945
sat_s2,sat_s2,1.0,0.5,1.0,0.5,-0.000380471403357;0.000750102236683,sat_s2_scale1_beta0.5_ridge1_shrink0.5,0.035666156169485964,0.04476365162657453,0.9360403109894585,0.05855781926601056,0.03753587418518367,0.04705355204727261,0.9270001976960629,0.045891311539992596
hybrid_decay_progress,sat_s2;sat_drop_times_sat_tail;sat_s2_times_progress,0.5,0.5,1.0,0.25,-0.000792964965722;0.0200210102964;0.00817464667888;-0.0230245478638,hybrid_decay_progress_scale0.5_beta0.5_ridge1_shrink0.25,0.0356665979813928,0.04476206967635086,0.9360448315883277,0.05921417549445751,0.03751700463452815,0.04703014526399667,0.9270728071159023,0.046511347854808704
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,0.5,1.0,0.5,-0.000371172079857;0.00014790912984;0.0019983655204,mpl_proxy_scale1_beta0.5_ridge1_shrink0.5,0.03566859524149379,0.04476606370765381,0.9360334178917482,0.05874934464697246,0.03753377407952413,0.04705087588123138,0.9270085011727576,0.04605315755878925
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,0.5,0.01,0.5,-0.0003716232247;0.00280089525458;-0.00964296554889,mpl_proxy_scale0.5_beta0.5_ridge0.01_shrink0.5,0.035669010226287136,0.04476843729074825,0.9360266344486449,0.058203073372184555,0.03755011759991552,0.04707082999440537,0.9269465771619823,0.04558968521699347
hybrid_decay_progress,sat_s2;sat_drop_times_sat_tail;sat_s2_times_progress,2.0,0.5,1.0,0.25,-0.000778161421247;-0.00212395944134;0.0283756443076;-0.010688136136,hybrid_decay_progress_scale2_beta0.5_ridge1_shrink0.25,0.03566954680320402,0.044755511602449276,0.9360635703106046,0.061870644966739,0.03743044728308161,0.04692447483244368,0.9274001542013849,0.04871213143338249
sat_s2,sat_s2,0.5,1.0,1e-06,0.5,-0.0003683881463;0.000609668601116,sat_s2_scale0.5_beta1_ridge1e-06_shrink0.5,0.03566969468270839,0.04476811500073486,0.9360275555396578,0.05856366239761801,0.037540765697977124,0.04705939750192194,0.9269820590637725,0.04589733327499479
sat_s2,sat_s2,0.5,1.0,0.0001,0.5,-0.000368388097194;0.000609668327847,sat_s2_scale0.5_beta1_ridge0.0001_shrink0.5,0.03566969469796659,0.044768115019914234,0.9360275554848442,0.058563662452900456,0.037540765718712676,0.047059397526694906,0.9269820589868965,0.04589733332647983
sat_s2,sat_s2,0.5,1.0,0.01,0.5,-0.00036838318681;0.000609641002194,sat_s2_scale0.5_beta1_ridge0.01_shrink0.5,0.035669696223712834,0.04476811693775983,0.9360275500037435,0.05856366798089496,0.037540767792167196,0.047059400003873035,0.926982051299656,0.04589733847474253
sat_s2,sat_s2,0.5,1.0,1.0,0.5,-0.000367894361366;0.000606920751624,sat_s2_scale0.5_beta1_ridge1_shrink0.5,0.03566984811075338,0.0447683078625508,0.9360270043496698,0.05856421828900604,0.037540974203210155,0.04705964660934429,0.9269812860254355,0.04589785098082855
sat_s2_drop,sat_s2;sat_drop,0.5,2.0,1.0,0.5,-0.000449086699659;-0.00213417091555;0.00261705294022,sat_s2_drop_scale0.5_beta2_ridge1_shrink0.5,0.03566984907992136,0.044772039341076986,0.9360163394923442,0.05857740278004275,0.03753339374236942,0.04705089774225129,0.9270084333453708,0.045861111926123854
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,0.5,0.01,0.75,-0.000262318781338;-0.0065393652847;0.0240636181162,mpl_proxy_scale1_beta0.5_ridge0.01_shrink0.75,0.03567132111109886,0.04475637568149512,0.9360611014900955,0.06213178145606735,0.03741892743786435,0.04691077146584702,0.9274425507136717,0.048933736433401265
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,1.0,1.0,0.5,-0.000361692767659;0.000259742538441;0.00101166224959,mpl_proxy_scale0.5_beta1_ridge1_shrink0.5,0.035671602503772305,0.044770082666084426,0.9360219319332775,0.05869172971596104,0.037539760988277895,0.04705808761986825,0.9269861238654651,0.046006585588207916
sat_s2_drop,sat_s2;sat_drop,1.0,0.5,1.0,0.5,-0.000416718591693;-0.0025677283188;0.00337827484754,sat_s2_drop_scale1_beta0.5_ridge1_shrink0.5,0.03567181541377315,0.04477328168528545,0.936012788578243,0.05857703444903972,0.037538213668560305,0.04705653765821384,0.9269909335315711,0.04587259188511483
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,1.0,0.5,-4.44912589035e-05;0.0126619311565;-0.012717228358,sat_s2_drop_scale5_beta0.5_ridge1_shrink0.5,0.03567227791380154,0.04475916550513185,0.9360531301650216,0.05846585305938268,0.03755049596518462,0.04707057912377582,0.9269473558569551,0.04593208347316091
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,0.5,1.0,0.5,-0.000340624635684;-0.00244692023233;0.00697223243833,mpl_proxy_scale2_beta0.5_ridge1_shrink0.5,0.03567437639735859,0.04476921363693996,0.9360244156573555,0.059883728797115676,0.03750770926251339,0.047018633334070414,0.9271085046447979,0.04697900179790926
sat_s2,sat_s2,0.5,0.5,1e-06,0.5,-0.000352701360173;0.000972274528026,sat_s2_scale0.5_beta0.5_ridge1e-06_shrink0.5,0.035674425628995934,0.044774072417976325,0.9360105284255469,0.05857573411036476,0.03754725246270787,0.047067148036149295,0.9269580054343696,0.045909186886726516
sat_s2,sat_s2,0.5,0.5,0.0001,0.5,-0.000352701221519;0.000972273091885,sat_s2_scale0.5_beta0.5_ridge0.0001_shrink0.5,0.035674425672374506,0.04477407247246804,0.9360105282697917,0.05857573427471241,0.03754725252156649,0.047067148106416615,0.9269580052162784,0.045909187038881694
sat_s2,sat_s2,0.5,0.5,0.01,0.5,-0.000352687358126;0.000972129499219,sat_s2_scale0.5_beta0.5_ridge0.01_shrink0.5,0.035674430009583695,0.04477407792082858,0.9360105126965943,0.05857575070700616,0.03754725840654845,0.04706715513210164,0.9269579834104071,0.04590920225214479
sat_s2_drop,sat_s2;sat_drop,1.0,0.5,0.0001,1.0,-0.000640471665536;-0.0254162768365;0.0264909156391,sat_s2_drop_scale1_beta0.5_ridge0.0001_shrink1,0.03567462831335757,0.044829982570611535,0.9358506191444443,0.05912456848880865,0.03742659313064663,0.046931497006238485,0.9273784236702481,0.04586897002424095
sat_s2_drop,sat_s2;sat_drop,1.0,0.5,1e-06,1.0,-0.000640664788096;-0.0254360285927;0.0265108939053,sat_s2_drop_scale1_beta0.5_ridge1e-06_shrink1,0.03567473498757904,0.04483017877397811,0.9358500576295247,0.05912484079964475,0.03742665631689167,0.04693158660790301,0.9273781463716003,0.04586879082201589
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,0.5,1.0,0.5,-0.000351401778417;0.000966832400638;-4.73605432392e-05,mpl_proxy_scale0.5_beta0.5_ridge1_shrink0.5,0.03567483338505342,0.04477459092855427,0.9360090463441451,0.05857555449906071,0.0375478571317683,0.04706787128570331,0.9269557606416391,0.04590914588099437
sat_s2,sat_s2,0.5,0.5,1.0,0.5,-0.000351321397191;0.000957981304611,sat_s2_scale0.5_beta0.5_ridge1_shrink0.5,0.03567485737378211,0.04477461478376748,0.9360089781573356,0.058577369781447786,0.03754783825440419,0.04706784740491205,0.9269558347624244,0.045910701215534644
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,1.0,1.0,-0.000174970673111;0.00338724638316;-0.00316878287931,sat_s2_tail_scale0.5_beta0.5_ridge1_shrink1,0.035678939383340574,0.044783091220535316,0.9359847471417798,0.05732818273173512,0.037583894186580466,0.04711164592672483,0.9268198304560767,0.04484553579297268
sat_s2_drop,sat_s2;sat_drop,0.5,0.5,1.0,0.5,-0.000385976980079;-0.00389946269997;0.00496259738722,sat_s2_drop_scale0.5_beta0.5_ridge1_shrink0.5,0.035680104040666794,0.04478353687518775,0.9359834730520984,0.058591677021208266,0.03754912003590568,0.0470695174849624,0.9269506511063141,0.04588254914231937
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,1.0,1.0,0.5,-0.000318175786031;-0.00272760040802;0.00625197454144,mpl_proxy_scale1_beta1_ridge1_shrink0.5,0.035682899296187856,0.044778677579233914,0.9359973646915386,0.06026183002888752,0.037506780521332994,0.04701733652717897,0.9271125253865019,0.04731135204760939
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,1.0,0.5,-0.000433668754035;-0.00508651349519;0.00577214201556,sat_s2_drop_scale0.5_beta1_ridge1_shrink0.5,0.035683140101223074,0.0447900583168213,0.9359648273411867,0.05860507178136354,0.0375473786812988,0.04706763879676899,0.9269564822351577,0.04585707383284765
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,0.5,0.0001,0.75,-0.000245670914123;-0.00755696102944;0.0274193704576,mpl_proxy_scale1_beta0.5_ridge0.0001_shrink0.75,0.03568314742838748,0.04476919315501441,0.9360244741950312,0.06261517428818575,0.0374167499311362,0.0469078141522978,0.9274516986495347,0.049342456860666406
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,0.5,1e-06,0.75,-0.000245480737818;-0.00756858498213;0.0274577028825,mpl_proxy_scale1_beta0.5_ridge1e-06_shrink0.75,0.03568328591756604,0.0447693442458255,0.9360240423744103,0.06262069554151362,0.037416727142128965,0.046907782721046704,0.927451795873554,0.049347125283845994
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,1.0,0.01,0.5,-0.000322114456829;-0.00187993633017;0.00722215027138,mpl_proxy_scale0.5_beta1_ridge0.01_shrink0.5,0.03568384091816467,0.0447827654580268,0.9359856784617463,0.05947607097737384,0.03753355962305193,0.047049880196519664,0.9270115904138874,0.04667557836280922
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,1.0,1.25,0.000375138102466;0.016685505064;-0.0170920432536,sat_s2_drop_scale2_beta2_ridge1_shrink1.25,0.03568443451700449,0.04476306637351452,0.936041983433848,0.05835496338515922,0.03749326041532385,0.0470102378682017,0.9271345327695454,0.046094467454881105
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,1.0,0.0001,0.5,-0.000318425172531;-0.0020776380465;0.00779540379242,mpl_proxy_scale0.5_beta1_ridge0.0001_shrink0.5,0.035685049557717084,0.044784054232141345,0.9359819939555831,0.059548497758080465,0.03753304554868306,0.04704919316069599,0.9270137219936392,0.046737358428204256
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,1.0,1e-06,0.5,-0.000318385236829;-0.00207977795072;0.00780160857454,mpl_proxy_scale0.5_beta1_ridge1e-06_shrink0.5,0.03568506277474386,0.044784068279103896,0.9359819537958124,0.05954928168440299,0.03753303998615456,0.047049185774589455,0.9270137449094151,0.046738027119284986
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,1.0,1.0,0.000375138102466;0.016685505064;-0.0170920432536,sat_s2_drop_scale2_beta2_ridge1_shrink1,0.03568685208614542,0.04476750350997792,0.936029303135746,0.058352736256676696,0.03751993904358264,0.04704041174428939,0.9270409642498443,0.046009225397984466
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,2.0,1.0,0.5,-0.00030866010206;-0.00258209858907;0.005268570268,mpl_proxy_scale0.5_beta2_ridge1_shrink0.5,0.035687230464048994,0.04478385251624991,0.935982570652816,0.06035658298918101,0.03750948758754338,0.04702054729618613,0.9271025702145397,0.047404674367340416
sat_s2_drop,sat_s2;sat_drop,0.5,2.0,0.01,0.5,-0.00053933697127;-0.0068016130344;0.00734866703094,sat_s2_drop_scale0.5_beta2_ridge0.01_shrink0.5,0.03568786821700407,0.044801861761583774,0.935931072742789,0.05863714181470536,0.03754324721333238,0.047063677610976275,0.9269687763198798,0.04583079376315924
sat_s2_drop,sat_s2;sat_drop,0.5,2.0,0.0001,0.5,-0.00054207545895;-0.00694336739018;0.00749236275713,sat_s2_drop_scale0.5_beta2_ridge0.0001_shrink0.5,0.035688434346163284,0.044802806663204936,0.9359283702001154,0.05863895841204192,0.03754355747503231,0.04706408606115192,0.9269675086864481,0.04582987526452076
sat_s2_drop,sat_s2;sat_drop,0.5,2.0,1e-06,0.5,-0.00054210340153;-0.00694481381541;0.00749382899085,sat_s2_drop_scale0.5_beta2_ridge1e-06_shrink0.5,0.035688440124120584,0.044802816316463594,0.9359283425902344,0.05863897694835973,0.037543560652801906,0.04706409023480918,0.926967495733361,0.04582986589262328
sat_s2_drop,sat_s2;sat_drop,1.0,0.5,0.01,0.75,-0.000622544844146;-0.0235828265334;0.0246364379508,sat_s2_drop_scale1_beta0.5_ridge0.01_shrink0.75,0.03569011964781779,0.0448277226127075,0.9358570867466056,0.05891044592022876,0.03749086384235337,0.04700464700554556,0.9271518633176776,0.045831262802355166
sat_s2_drop,sat_s2;sat_drop,1.0,0.5,0.0001,0.75,-0.000640471665536;-0.0254162768365;0.0264909156391,sat_s2_drop_scale1_beta0.5_ridge0.0001_shrink0.75,0.0356969476698439,0.044840022222495786,0.9358218834844517,0.05892940484975728,0.03749489792365901,0.04701018534146525,0.9271346956014404,0.04581878639652759
sat_s2_drop,sat_s2;sat_drop,1.0,0.5,1e-06,0.75,-0.000640664788096;-0.0254360285927;0.0265108939053,sat_s2_drop_scale1_beta0.5_ridge1e-06_shrink0.75,0.035697021462634405,0.04484015601015667,0.9358215005117201,0.05892960909792233,0.03749494154866545,0.0470102456265195,0.9271345087188908,0.045818651992322934
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,1.0,0.75,0.000375138102466;0.016685505064;-0.0170920432536,sat_s2_drop_scale2_beta2_ridge1_shrink0.75,0.03569852043507645,0.04478506982971216,0.9359790903654659,0.05835050912632411,0.037556820001690826,0.04708194555523982,0.9269120706260078,0.04592398060693803
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,0.01,0.75,0.00057894445673;0.0342651024717;-0.0350552824243,sat_s2_drop_scale5_beta0.5_ridge0.01_shrink0.75,0.03569860420829339,0.04478298978395368,0.9359850371387805,0.05820257908534909,0.037574154668043334,0.047106199363778634,0.9268367501519232,0.04610121833106806
sat_s2,sat_s2,5.0,2.0,1e-06,0.5,-0.000267261247176;1.11078308654e-05,sat_s2_scale5_beta2_ridge1e-06_shrink0.5,0.03570146066573885,0.044808019239202634,0.9359134605240113,0.05868385763676853,0.03758378459810077,0.047110802718718175,0.9268224500016886,0.046009084421663626
sat_s2,sat_s2,5.0,2.0,0.0001,0.5,-0.000267261246577;1.11078300759e-05,sat_s2_scale5_beta2_ridge0.0001_shrink0.5,0.03570146066591467,0.04480801923942365,0.935913460523379,0.058683857636991466,0.03758378459834221,0.04711080271900697,0.9268224500007914,0.04600908442188523
sat_s2,sat_s2,5.0,2.0,0.01,0.5,-0.000267261186662;1.11077511263e-05,sat_s2_scale5_beta2_ridge0.01_shrink0.5,0.03570146068349498,0.044808019261524515,0.9359134604601597,0.05868385765929629,0.03758378462248602,0.04711080274788598,0.9268224499110754,0.04600908444399243
sat_s2,sat_s2,5.0,2.0,1.0,0.5,-0.000267255199468;1.10998618324e-05,sat_s2_scale5_beta2_ridge1_shrink0.5,0.0357014624402646,0.044808021470024696,0.9359134541427575,0.05868385988817959,0.03758378703513276,0.04711080563371394,0.9268224409459204,0.046009086653132414
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,0.0001,0.75,0.000596277832259;0.0348656581546;-0.0356762729473,sat_s2_drop_scale5_beta0.5_ridge0.0001_shrink0.75,0.035702147506266844,0.044787311740907415,0.9359726805156175,0.05819356568076062,0.03757809674233064,0.04711109349964488,0.926821546654675,0.046102255047596685
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,1e-06,0.75,0.000596454252036;0.0348717706262;-0.0356825934058,sat_s2_drop_scale5_beta0.5_ridge1e-06_shrink0.75,0.0357021838779575,0.044787356174743054,0.9359725534715646,0.05819347394214214,0.03757813697195764,0.04711114363765988,0.9268213908941494,0.04610226559953201
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,0.5,0.01,0.5,-0.000262318781338;-0.0065393652847;0.0240636181162,mpl_proxy_scale1_beta0.5_ridge0.01_shrink0.5,0.03570448564598661,0.04480360954462854,0.9359260738090585,0.06086973179402566,0.03751657228074066,0.04702866396037505,0.9270774010040592,0.047845680237579735
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,0.01,1.0,0.00057894445673;0.0342651024717;-0.0350552824243,sat_s2_drop_scale5_beta0.5_ridge0.01_shrink1,0.035705242521375094,0.044791738913843165,0.9359600218399884,0.058155494533912666,0.037556476930221176,0.04708874445637786,0.9268909604752185,0.04624553215732874
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,1.0,0.75,-0.000174970673111;0.00338724638316;-0.00316878287931,sat_s2_tail_scale0.5_beta0.5_ridge1_shrink0.75,0.03570524838305755,0.04481592338102314,0.9358908487780302,0.05758213044160154,0.037617696679049885,0.04715192484878996,0.9266946436430676,0.04505123317087589
hybrid_decay_progress,sat_s2;sat_drop_times_sat_tail;sat_s2_times_progress,1.0,1.0,1.0,0.25,-0.000705940816889;-0.0072351090193;0.0354766795315;-0.0117247697064,hybrid_decay_progress_scale1_beta1_ridge1_shrink0.25,0.03570527080424251,0.044790430582232275,0.9359637629005574,0.0642037375399056,0.0373856653591066,0.04686887231596822,0.9275721046600748,0.05072195132786339
sat_s2_drop,sat_s2;sat_drop,1.0,2.0,1e-06,0.25,3.96563301982e-05;0.015258066606;-0.0152544409888,sat_s2_drop_scale1_beta2_ridge1e-06_shrink0.25,0.03570608576885576,0.044803847851878846,0.9359253921978253,0.05833311457253476,0.03761530001864625,0.04714793851295793,0.9267070379373488,0.04578372718820356
sat_s2_drop,sat_s2;sat_drop,1.0,2.0,0.0001,0.25,3.9609008043e-05;0.0152565709607;-0.0152529082728,sat_s2_drop_scale1_beta2_ridge0.0001_shrink0.25,0.03570608683012912,0.0448038499823103,0.9359253861043056,0.05833312579600447,0.03761530001403375,0.04714793851945511,0.9267070379171486,0.04578372606372705
sat_s2_drop,sat_s2;sat_drop,1.0,2.0,0.01,0.25,3.49237784996e-05;0.0151084911828;-0.0151011582391,sat_s2_drop_scale1_beta2_ridge0.01_shrink0.25,0.03570619191104455,0.04480406144341759,0.9359247812758911,0.05833423700421125,0.03761529956221716,0.04714793949328225,0.9267070348894584,0.0457836147354973
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,0.01,1.25,-0.000110062121691;0.0044316498233;-0.00444699226407,sat_s2_tail_scale0.5_beta0.5_ridge0.01_shrink1.25,0.035708535714237544,0.04482308074596973,0.9358703699304326,0.056307746393721825,0.03764920658941175,0.04719080314341505,0.9265737085081928,0.04396310704505613
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,0.0001,1.25,-0.000109173489436;0.00444588106209;-0.00446444159277,sat_s2_tail_scale0.5_beta0.5_ridge0.0001_shrink1.25,0.035709310307587096,0.04482409185101868,0.9358674766654891,0.056297289097163805,0.03765056890449652,0.04719244510262278,0.9265685988230503,0.043953874725321196
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,1e-06,1.25,-0.000109164570432;0.0044460238911;-0.00446461672277,sat_s2_tail_scale0.5_beta0.5_ridge1e-06_shrink1.25,0.03570931808708108,0.044824102002022546,0.9358674476181827,0.05629718414317342,0.037650582577638765,0.04719246158417391,0.9265685475324845,0.04395378206578693
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,0.01,0.5,0.00057894445673;0.0342651024717;-0.0350552824243,sat_s2_drop_scale5_beta0.5_ridge0.01_shrink0.5,0.0357107616814619,0.044800865134685626,0.9359339231647813,0.058249662800839985,0.0376085072983065,0.047143000861049285,0.9267223886057078,0.04595689666771419
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,0.5,0.0001,0.5,-0.000245670914123;-0.00755696102944;0.0274193704576,mpl_proxy_scale1_beta0.5_ridge0.0001_shrink0.5,0.035711186004819546,0.04481072261607739,0.9359057272968772,0.061192157080562026,0.037514540730312906,0.047026014292917195,0.9270856179159617,0.048118279194915736
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,0.0001,1.0,0.000596277832259;0.0348656581546;-0.0356762729473,sat_s2_drop_scale5_beta0.5_ridge0.0001_shrink1,0.03571121249811657,0.044799489069287345,0.9359378587029618,0.05814347644095008,0.03756285895375648,0.04709671521286226,0.9268662079073772,0.04624691437088124
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,0.5,1e-06,0.5,-0.000245480737818;-0.00756858498213;0.0274577028825,mpl_proxy_scale1_beta0.5_ridge1e-06_shrink0.5,0.03571126347300025,0.044810805952255416,0.9359054888996198,0.06119583989576993,0.03751451840683069,0.04702598507017133,0.9270857085363482,0.04812139291333528
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,1e-06,1.0,0.000596454252036;0.0348717706262;-0.0356825934058,sat_s2_drop_scale5_beta0.5_ridge1e-06_shrink1,0.035711273504550355,0.04479956873345363,0.9359376308672556,0.05814335412048033,0.037562924754878727,0.047096796914503684,0.9268659541675563,0.04624692843936229
sat_s2_drop,sat_s2;sat_drop,2.0,1.0,1e-06,0.25,0.000173068665684;0.0208784734167;-0.0210365441193,sat_s2_drop_scale2_beta1_ridge1e-06_shrink0.25,0.035711473060890876,0.04480917450687461,0.9359101558449401,0.05832013984221396,0.03762258251284406,0.04715680024061003,0.926679483676104,0.045797302583460375
sat_s2_drop,sat_s2;sat_drop,2.0,1.0,0.0001,0.25,0.00017298945768;0.0208757452904;-0.0210337429007,sat_s2_drop_scale2_beta1_ridge0.0001_shrink0.25,0.03571147372682408,0.044809176558538624,0.9359101499760156,0.05832015726425288,0.037622581700135264,0.047156799177731606,0.9266794869812813,0.04579730007786553
sat_s2_drop,sat_s2;sat_drop,2.0,1.0,0.01,0.25,0.000165172844102;0.0206065206434;-0.0207573051782,sat_s2_drop_scale2_beta1_ridge0.01_shrink0.25,0.03571153946080696,0.044809380373228576,0.9359095669488938,0.058321876559429775,0.03762250150915538,0.04715669515328584,0.9266798104602897,0.04579705281861601
sat_s2_drop,sat_s2;sat_drop,1.0,2.0,1.0,0.25,-0.000198994656402;0.00771397809741;-0.00752345679653,sat_s2_drop_scale1_beta2_ridge1_shrink0.25,0.03571183276133583,0.04481596708608551,0.9358907237378388,0.05838974162182531,0.03761570081597186,0.047148825687335603,0.9267042796301215,0.04577807138519985
mpl_proxy,sat_s2;sat_drop_times_sat_tail,5.0,0.5,1.0,0.75,-0.000178006219901;-0.00777231532523;0.0133641680325,mpl_proxy_scale5_beta0.5_ridge1_shrink0.75,0.03571219582778976,0.04478838661769514,0.9359696072208534,0.0653874848846101,0.03733566530455941,0.04680768569940055,0.9277610883047194,0.0511904472196032
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,0.0001,0.5,0.000596277832259;0.0348656581546;-0.0356762729473,sat_s2_drop_scale5_beta0.5_ridge0.0001_shrink0.5,0.03571223944811364,0.044802744429311876,0.9359285481989724,0.058243653974535015,0.03761054886855275,0.0471455386033373,0.926714499218313,0.04595758784964454
sat_s2_drop,sat_s2;sat_drop,5.0,0.5,1e-06,0.5,0.000596454252036;0.0348717706262;-0.0356825934058,sat_s2_drop_scale5_beta0.5_ridge1e-06_shrink0.5,0.035712254581773364,0.0448027637561961,0.9359284929210284,0.0582435928166114,0.03761056973085354,0.047145564577839215,0.9267144184660314,0.0459575948846509
sat_s2_drop,sat_s2;sat_drop,2.0,0.5,1e-06,0.25,-0.000226356480493;0.0116550409521;-0.0112815918624,sat_s2_drop_scale2_beta0.5_ridge1e-06_shrink0.25,0.03571269993567441,0.044817933579551876,0.9358850974734941,0.058399363910675905,0.03761822079696177,0.047151944396082154,0.9266945828641484,0.04579705906126197
sat_s2_drop,sat_s2;sat_drop,2.0,0.5,0.0001,0.25,-0.0002264231001;0.0116509402192;-0.0112774112954,sat_s2_drop_scale2_beta0.5_ridge0.0001_shrink0.25,0.03571270330237221,0.044817939560714205,0.9358850803606272,0.058399382091384844,0.03761822221570222,0.04715194621296063,0.9266945772148781,0.045797051542863176
sat_s2_drop,sat_s2;sat_drop,2.0,0.5,0.01,0.25,-0.000232850454664;0.01125530296;-0.0108740719988,sat_s2_drop_scale2_beta0.5_ridge0.01_shrink0.25,0.03571303141888609,0.04481851784717908,0.9358834257986465,0.058401136192522074,0.03761836013536635,0.04715212219867333,0.9266940300166314,0.04579632620377794
sat_s2_drop,sat_s2;sat_drop,2.0,1.0,1.0,0.25,-0.000169880566827;0.00906431832631;-0.00890600320456,sat_s2_drop_scale2_beta1_ridge1_shrink0.25,0.03571563374700714,0.044820633280059356,0.9358773730545256,0.058395606674850775,0.03761988095180987,0.04715385558956638,0.9266886402173832,0.04578647386424839
mpl_proxy,sat_s2;sat_drop_times_sat_tail,5.0,0.5,1.0,0.5,-0.000178006219901;-0.00777231532523;0.0133641680325,mpl_proxy_scale5_beta0.5_ridge1_shrink0.5,0.03571605883194728,0.04480630762127929,0.9359183565036338,0.06304168039030866,0.037453937350379204,0.04695251413993329,0.9273133654797414,0.04935098403013605
sat_s2,sat_s2,1.0,2.0,1e-06,0.25,-0.000437750544806;0.000386464082583,sat_s2_scale1_beta2_ridge1e-06_shrink0.25,0.035717471049109314,0.0448291302198332,0.9358530584608024,0.05844218225943765,0.037616110524802376,0.04714968577833346,0.9267016054780784,0.04577001247240453
sat_s2,sat_s2,1.0,2.0,0.0001,0.25,-0.000437750528439;0.000386464047231,sat_s2_scale1_beta2_ridge0.0001_shrink0.25,0.035717471051621416,0.04482913022298667,0.9358530584517777,0.05844218226613673,0.0376161105282102,0.04714968578241734,0.9267016054653809,0.045770012478826505
sat_s2,sat_s2,1.0,2.0,0.01,0.25,-0.000437748891779;0.000386460512054,sat_s2_scale1_beta2_ridge0.01_shrink0.25,0.035717471302827014,0.04482913053832728,0.9358530575493227,0.05844218293606307,0.037616110868987016,0.04714968619079871,0.9267016041956504,0.045770013121038566
sat_s2,sat_s2,1.0,2.0,1.0,0.25,-0.000437585376793;0.000386107320643,sat_s2_scale1_beta2_ridge1_shrink0.25,0.03571749640019837,0.04482916204340299,0.9358529673867447,0.05844224986686841,0.037616144915211626,0.047149726991348374,0.9267014773394028,0.04577007728295124
sat_s2,sat_s2,2.0,2.0,1e-06,0.25,-0.000438685555876;0.000295227813881,sat_s2_scale2_beta2_ridge1e-06_shrink0.25,0.03571785995118353,0.044829602665723015,0.9358517063882361,0.058460816413180794,0.03761647813930841,0.0471501196139586,0.926700256599477,0.0457869602017027
sat_s2,sat_s2,2.0,2.0,0.0001,0.25,-0.000438685543294;0.000295227793229,sat_s2_scale2_beta2_ridge0.0001_shrink0.25,0.03571785995307784,0.044829602668101626,0.9358517063814289,0.05846081641700085,0.037616478141889405,0.047150119617051414,0.9267002565898608,0.045786960205428606
